MAL_ID,Name,Score,Genre,Episodes,Studios,Source,Rating,Favorites,Completed,Dropped,Premiered
2216,Shigurui,7.41,Action,12,Madhouse,Manga,R+ - Mild Nudity,765,35064,3462,Summer 2007
23311,Garo: Honoo no Kokuin,7.41,Action,24,MAPPA,Original,R - 17+ (violence & profanity),416,53734,9176,Fall 2014
35889,Hakata Tonkotsu Ramens,7.41,Action,12,Satelight,Novel,R - 17+ (violence & profanity),524,58057,7623,Winter 2018
34134,One Punch Man 2nd Season,7.41,Action,12,J.C.Staff,Web manga,R - 17+ (violence & profanity),5937,666395,19642,Spring 2019
489,Kamichu!,7.4,Comedy,12,Brain's Base,Original,G - All Ages,229,18722,2286,Summer 2005
11617,High School DxD,7.4,Comedy,12,TNK,Light novel,R+ - Mild Nudity,19056,812823,34031,Winter 2012
1614,Captain Tsubasa: Road to 2002,7.4,Action,52,"Madhouse, Group TAC",Manga,PG-13 - Teens 13 or older,234,35329,1165,Fall 2001
18893,Aoki Hagane no Arpeggio: Ars Nova,7.4,Action,12,SANZIGEN,Manga,PG-13 - Teens 13 or older,945,77259,6209,Fall 2013
4060,Grimm Meisaku Gekijou,7.4,Adventure,24,Nippon Animation,Other,G - All Ages,15,1763,151,Fall 1987
1060,Oruchuban Ebichu,7.4,Comedy,24,Gainax,Manga,R+ - Mild Nudity,321,19337,1920,Summer 1999
32526,Love Live! Sunshine!!,7.4,Music,13,Sunrise,Other,PG-13 - Teens 13 or older,2886,86265,5574,Summer 2016
4189,Fuyu no Sonata,7.4,Drama,26,"Studio Comet, KeyEast, REALTHING",Other,PG-13 - Teens 13 or older,72,4933,1476,Fall 2009
37975,Piano no Mori (TV) 2nd Season,7.4,Comedy,12,Gaina,Manga,PG-13 - Teens 13 or older,72,17520,936,Winter 2019
23421,Re:␣Hamatora,7.4,Mystery,12,Lerche,Original,R - 17+ (violence & profanity),393,88228,5496,Summer 2014
25183,Gangsta.,7.4,Action,12,Manglobe,Manga,R - 17+ (violence & profanity),2906,263000,21661,Summer 2015
10798,Un-Go,7.4,Mystery,11,Bones,Novel,R - 17+ (violence & profanity),628,64941,5738,Fall 2011
1021,Kaikan Phrase,7.4,Drama,44,Studio Hibari,Manga,PG-13 - Teens 13 or older,120,4129,853,Spring 1999
3712,Zero no Tsukaima: Princesses no Rondo,7.4,Action,12,J.C.Staff,Light novel,PG-13 - Teens 13 or older,890,316451,4553,Summer 2008
14967,Boku wa Tomodachi ga Sukunai Next,7.4,Harem,12,AIC Build,Light novel,R+ - Mild Nudity,1180,348392,5397,Winter 2013
5355,Sengoku Basara,7.39,Action,12,Production I.G,Game,PG-13 - Teens 13 or older,1085,70878,7144,Spring 2009
2204,Karakurizoushi Ayatsuri Sakon,7.39,Mystery,26,TMS Entertainment,Manga,R - 17+ (violence & profanity),54,3145,541,Fall 1999
12149,AKB0048,7.39,Music,13,Satelight,Original,PG-13 - Teens 13 or older,686,31555,3102,Spring 2012
3199,Nanatsu no Umi no Tico,7.39,Slice of Life,39,Nippon Animation,Original,G - All Ages,16,2252,207,Winter 1994
14345,Btooom!,7.39,Action,12,Madhouse,Manga,R - 17+ (violence & profanity),3407,510409,18454,Fall 2012
24037,Selector Spread WIXOSS,7.39,Game,12,J.C.Staff,Card game,R - 17+ (violence & profanity),243,45238,2295,Fall 2014
27787,Nisekoi:,7.39,Comedy,12,Shaft,Manga,PG-13 - Teens 13 or older,2322,404576,10213,Spring 2015
2942,Sketchbook: Full Color's,7.39,Slice of Life,13,Hal Film Maker,4-koma manga,G - All Ages,168,9471,1247,Fall 2007
1454,Kemonozume,7.39,Action,13,Madhouse,Original,R+ - Mild Nudity,427,18948,2212,Summer 2006
103,Akazukin Chacha,7.39,Adventure,74,Gallop,Manga,G - All Ages,88,5140,994,Winter 1994
38483,Ore wo Suki nano wa Omae dake ka yo,7.39,Harem,12,Connect,Light novel,PG-13 - Teens 13 or older,1794,173699,10266,Fall 2019
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,7.39,Action,13,"Xebec, I.Gzwei",Original,PG-13 - Teens 13 or older,71,8308,867,Winter 2015
18507,Free!,7.39,Slice of Life,12,"Kyoto Animation, Animation Do",Original,PG-13 - Teens 13 or older,9678,424112,28022,Summer 2013
32648,Handa-kun,7.39,Slice of Life,12,Diomedéa,Manga,PG-13 - Teens 13 or older,628,114312,10595,Summer 2016
2330,Jibaku-kun,7.39,Adventure,26,Trans Arts,Manga,PG-13 - Teens 13 or older,63,6498,448,Fall 1999
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.39,Comedy,13,Seven,4-koma manga,PG-13 - Teens 13 or older,172,129129,1343,Spring 2015
2903,Sakigake!! Otokojuku,7.38,Action,34,Toei Animation,Manga,R - 17+ (violence & profanity),79,2630,403,Winter 1988
35413,Imouto sae Ireba Ii.,7.38,Comedy,12,SILVER LINK.,Light novel,R+ - Mild Nudity,1413,129114,11210,Fall 2017
39988,Isekai Quartet 2,7.38,Comedy,12,Studio PuYUKAI,Original,PG-13 - Teens 13 or older,258,107889,2653,Winter 2020
168,s.CRY.ed,7.38,Action,26,Sunrise,Original,PG-13 - Teens 13 or older,673,44099,2840,Summer 2001
15061,Aikatsu!,7.38,Music,178,"Sunrise, Bandai Namco Pictures",Original,PG - Children,766,8078,3692,Fall 2012
33241,Honobono Log,7.38,Slice of Life,10,Fanworks,Picture book,G - All Ages,254,30656,536,Spring 2016
39730,Houkago Teibou Nisshi,7.38,Slice of Life,12,Doga Kobo,Manga,PG-13 - Teens 13 or older,157,15732,2215,Spring 2020
68,Black Cat (TV),7.38,Sci-Fi,23,Gonzo,Manga,PG-13 - Teens 13 or older,1955,142921,11003,Fall 2005
15911,Yuyushiki,7.38,Slice of Life,12,Kinema Citrus,4-koma manga,PG-13 - Teens 13 or older,564,42054,3549,Spring 2013
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,7.38,Comedy,13,CloverWorks,Manga,PG-13 - Teens 13 or older,1202,48703,4471,Fall 2018
2553,Flanders no Inu,7.38,Drama,52,Nippon Animation,Novel,G - All Ages,16,1747,207,Winter 1975
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.38,Slice of Life,13,Seven,4-koma manga,PG-13 - Teens 13 or older,733,195180,6028,Fall 2014
20709,Sabage-bu!,7.38,Action,12,Pierrot Plus,Manga,PG-13 - Teens 13 or older,513,59272,5810,Summer 2014
1663,Haha wo Tazunete Sanzenri,7.38,Adventure,52,Nippon Animation,Book,G - All Ages,34,3386,317,Winter 1976
113,Uchuu no Stellvia,7.38,Action,26,Xebec,Original,PG-13 - Teens 13 or older,127,10722,960,Spring 2003
16417,Tamako Market,7.38,Slice of Life,12,Kyoto Animation,Original,PG-13 - Teens 13 or older,1229,153961,10494,Winter 2013
3358,Kure-nai,7.38,Comedy,12,Brain's Base,Light novel,PG-13 - Teens 13 or older,236,42966,2469,Spring 2008
25519,Yuuki Yuuna wa Yuusha de Aru,7.38,Slice of Life,12,Studio Gokumi,Original,PG-13 - Teens 13 or older,1133,55216,5618,Fall 2014
34572,Black Clover,7.38,Action,170,Studio Pierrot,Manga,PG-13 - Teens 13 or older,19941,103,89594,Fall 2017
34102,Sakurada Reset,7.37,Mystery,24,David Production,Light novel,PG-13 - Teens 13 or older,493,33611,15970,Spring 2017
40839,"Kanojo, Okarishimasu",7.37,Comedy,12,TMS Entertainment,Manga,PG-13 - Teens 13 or older,5622,289037,15709,Summer 2020
344,Futatsu no Spica,7.37,Sci-Fi,20,Group TAC,Manga,PG-13 - Teens 13 or older,63,4077,395,Fall 2003
1972,Meitantei Holmes,7.37,Action,26,"Gallop, TMS Entertainment",Novel,G - All Ages,55,3607,416,Fall 1984
36884,Hisone to Maso-tan,7.37,Comedy,12,Bones,Original,PG-13 - Teens 13 or older,266,31781,3745,Spring 2018
970,Yokoyama Mitsuteru Sangokushi,7.37,Action,47,"Enoki Films, Dai Nippon Printing",Manga,PG-13 - Teens 13 or older,34,2148,267,Fall 1991
1589,Bartender,7.37,Drama,11,Palm Studio,Manga,PG-13 - Teens 13 or older,420,25464,4585,Fall 2006
40513,Nami yo Kiitekure,7.37,Comedy,12,Sunrise,Manga,R - 17+ (violence & profanity),99,22378,4517,Spring 2020
1873,Plawres Sanshirou,7.37,Adventure,37,Kaname Productions,Manga,PG-13 - Teens 13 or older,18,1300,162,Summer 1983
5984,Ristorante Paradiso,7.36,Drama,11,David Production,Manga,PG-13 - Teens 13 or older,159,13368,2004,Spring 2009
238,Rekka no Honoo,7.36,Action,42,Studio Pierrot,Manga,PG-13 - Teens 13 or older,273,29742,2913,Summer 1997
37993,Watashi ni Tenshi ga Maiorita!,7.36,Slice of Life,12,Doga Kobo,4-koma manga,PG-13 - Teens 13 or older,1219,62419,6718,Winter 2019
5958,Sora no Otoshimono,7.36,Sci-Fi,13,AIC ASTA,Manga,PG-13 - Teens 13 or older,4035,275739,14720,Fall 2009
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.36,Adventure,52,Telescreen,Other,G - All Ages,49,3465,377,Spring 1989
2129,True Tears,7.36,Drama,13,P.A. Works,Original,PG-13 - Teens 13 or older,927,109972,4074,Winter 2008
15863,Ginga Kikoutai Majestic Prince,7.36,Action,24,"Doga Kobo, Orange",Manga,PG-13 - Teens 13 or older,161,25316,4181,Spring 2013
5141,Taishou Yakyuu Musume.,7.36,Comedy,12,J.C.Staff,Light novel,PG-13 - Teens 13 or older,32,7317,789,Summer 2009
11499,Sankarea,7.36,Comedy,12,Studio Deen,Manga,R+ - Mild Nudity,2084,318184,12839,Spring 2012
5277,Sekirei: Pure Engagement,7.36,Action,13,Seven Arcs,Manga,R+ - Mild Nudity,544,156332,2684,Summer 2010
